id,dlxs_title,dlxs_author,bib_titles,bib_authors,pubplace,publisher,pubdate,notes,lang,keywords
ACF1532.1918.001,Quarterly report. [1918],Philippines. Bureau of Public Health.,['Quarterly report. [1918]'],['Philippines. Bureau of Public Health.'],,,,"['Includes tables.', 'English and Spanish.', 'An annual report is also published.']",['eng: English'],"['Public health -- Philippines', 'Philippines -- Statistics, Vital']"
ACS7962.1926.001,Annual report. [1926],Philippines. Bureau of Public Welfare.,['Annual report. [1926]'],"['Philippines. Bureau of Public Welfare.', 'Philippines. Office of Public Welfare Commissioner.', 'Philippines. Bureau of Public Welfare.', 'Philippines. Bureau of Public Welfare.']",,,,['Issued 1921-31 by the Office of Public Welfare Commissioner of the Philippine Islands; 1932-35 by the Bureau of Public Welfare of the Philippine Islands; 1936-38 by the Bureau of Public Welfare of the Commonwealth; 1946- by the Bureau of Public Welfare of the Republic of the Philippines.'],['eng: English'],['Public welfare -- Philippines']
ACS7962.1927.001,Annual report. [1927],Philippines. Bureau of Public Welfare.,['Annual report. [1927]'],"['Philippines. Bureau of Public Welfare.', 'Philippines. Office of Public Welfare Commissioner.', 'Philippines. Bureau of Public Welfare.', 'Philippines. Bureau of Public Welfare.']",,,,['Issued 1921-31 by the Office of Public Welfare Commissioner of the Philippine Islands; 1932-35 by the Bureau of Public Welfare of the Philippine Islands; 1936-38 by the Bureau of Public Welfare of the Commonwealth; 1946- by the Bureau of Public Welfare of the Republic of the Philippines.'],['eng: English'],['Public welfare -- Philippines']
ACS7962.1930.001,Annual report. [1930],Philippines. Bureau of Public Welfare.,['Annual report. [1930]'],"['Philippines. Bureau of Public Welfare.', 'Philippines. Office of Public Welfare Commissioner.', 'Philippines. Bureau of Public Welfare.', 'Philippines. Bureau of Public Welfare.']",,,,['Issued 1921-31 by the Office of Public Welfare Commissioner of the Philippine Islands; 1932-35 by the Bureau of Public Welfare of the Philippine Islands; 1936-38 by the Bureau of Public Welfare of the Commonwealth; 1946- by the Bureau of Public Welfare of the Republic of the Philippines.'],['eng: English'],['Public welfare -- Philippines']
ACS7962.1931.001,Annual report. [1931],Philippines. Bureau of Public Welfare.,['Annual report. [1931]'],"['Philippines. Bureau of Public Welfare.', 'Philippines. Office of Public Welfare Commissioner.', 'Philippines. Bureau of Public Welfare.', 'Philippines. Bureau of Public Welfare.']",,,,['Issued 1921-31 by the Office of Public Welfare Commissioner of the Philippine Islands; 1932-35 by the Bureau of Public Welfare of the Philippine Islands; 1936-38 by the Bureau of Public Welfare of the Commonwealth; 1946- by the Bureau of Public Welfare of the Republic of the Philippines.'],['eng: English'],['Public welfare -- Philippines']
ACS7962.1936.001,Annual report. [1936],Philippines. Bureau of Public Welfare.,['Annual report. [1936]'],"['Philippines. Bureau of Public Welfare.', 'Philippines. Office of Public Welfare Commissioner.', 'Philippines. Bureau of Public Welfare.', 'Philippines. Bureau of Public Welfare.']",,,,['Issued 1921-31 by the Office of Public Welfare Commissioner of the Philippine Islands; 1932-35 by the Bureau of Public Welfare of the Philippine Islands; 1936-38 by the Bureau of Public Welfare of the Commonwealth; 1946- by the Bureau of Public Welfare of the Republic of the Philippines.'],['eng: English'],['Public welfare -- Philippines']
ACS7962.1937.001,Annual report. [1937],Philippines. Bureau of Public Welfare.,['Annual report. [1937]'],"['Philippines. Bureau of Public Welfare.', 'Philippines. Office of Public Welfare Commissioner.', 'Philippines. Bureau of Public Welfare.', 'Philippines. Bureau of Public Welfare.']",,,,['Issued 1921-31 by the Office of Public Welfare Commissioner of the Philippine Islands; 1932-35 by the Bureau of Public Welfare of the Philippine Islands; 1936-38 by the Bureau of Public Welfare of the Commonwealth; 1946- by the Bureau of Public Welfare of the Republic of the Philippines.'],['eng: English'],['Public welfare -- Philippines']
ACS7962.1938.001,Annual report. [1938],Philippines. Bureau of Public Welfare.,['Annual report. [1938]'],"['Philippines. Bureau of Public Welfare.', 'Philippines. Office of Public Welfare Commissioner.', 'Philippines. Bureau of Public Welfare.', 'Philippines. Bureau of Public Welfare.']",,,,['Issued 1921-31 by the Office of Public Welfare Commissioner of the Philippine Islands; 1932-35 by the Bureau of Public Welfare of the Philippine Islands; 1936-38 by the Bureau of Public Welfare of the Commonwealth; 1946- by the Bureau of Public Welfare of the Republic of the Philippines.'],['eng: English'],['Public welfare -- Philippines']
ACF2657.1912.001,Annual report of the Director of Public Works to the Honorable the Secretary of Commerce and Police. [1912],Philippines. Bureau of Public Works.,['Annual report of the Director of Public Works to the Honorable the Secretary of Commerce and Police. [1912]'],['Philippines. Bureau of Public Works.'],"Manila,","Bureau of Printing,",1906-,"['At head of title: The Government of the Philippine Islands. Department of Commerce and Police. Bureau of Public Works.', 'Report year ends June 30.']",['eng: English'],[]
ACW7643.0001.003,"Bulletin.  [Vol. 1, no. 3]",Philippines. Bureau of Public Works.,"['Bulletin.  [Vol. 1, no. 3]']",['Philippines. Bureau of Public Works.'],,,,"['At head of title: The Bureau of Public Works.', 'Vol. 8 complete in two numbers.', 'Beginning with v. 9, 1921, each volume in this set consists of one number only, which is the annual report.', 'Vol. 6-19 includes the annual report of the Bureau, 1916-1930.']",['eng: English'],[]
ACW7643.0001.004,"Bulletin.  [Vol. 1, no. 4]",Philippines. Bureau of Public Works.,"['Bulletin.  [Vol. 1, no. 4]']",['Philippines. Bureau of Public Works.'],,,,"['At head of title: The Bureau of Public Works.', 'Vol. 8 complete in two numbers.', 'Beginning with v. 9, 1921, each volume in this set consists of one number only, which is the annual report.', 'Vol. 6-19 includes the annual report of the Bureau, 1916-1930.']",['eng: English'],[]
ACW7643.0002.001,"Bulletin.  [Vol. 2, no. 1]",Philippines. Bureau of Public Works.,"['Bulletin.  [Vol. 2, no. 1]']",['Philippines. Bureau of Public Works.'],,,,"['At head of title: The Bureau of Public Works.', 'Vol. 8 complete in two numbers.', 'Beginning with v. 9, 1921, each volume in this set consists of one number only, which is the annual report.', 'Vol. 6-19 includes the annual report of the Bureau, 1916-1930.']",['eng: English'],[]
ACW7643.0002.002,"Bulletin.  [Vol. 2, no. 2]",Philippines. Bureau of Public Works.,"['Bulletin.  [Vol. 2, no. 2]']",['Philippines. Bureau of Public Works.'],,,,"['At head of title: The Bureau of Public Works.', 'Vol. 8 complete in two numbers.', 'Beginning with v. 9, 1921, each volume in this set consists of one number only, which is the annual report.', 'Vol. 6-19 includes the annual report of the Bureau, 1916-1930.']",['eng: English'],[]
ACW7643.0002.003,"Bulletin.  [Vol. 2, no. 3]",Philippines. Bureau of Public Works.,"['Bulletin.  [Vol. 2, no. 3]']",['Philippines. Bureau of Public Works.'],,,,"['At head of title: The Bureau of Public Works.', 'Vol. 8 complete in two numbers.', 'Beginning with v. 9, 1921, each volume in this set consists of one number only, which is the annual report.', 'Vol. 6-19 includes the annual report of the Bureau, 1916-1930.']",['eng: English'],[]
ACW7643.0002.004,"Bulletin.  [Vol. 2, no. 4]",Philippines. Bureau of Public Works.,"['Bulletin.  [Vol. 2, no. 4]']",['Philippines. Bureau of Public Works.'],,,,"['At head of title: The Bureau of Public Works.', 'Vol. 8 complete in two numbers.', 'Beginning with v. 9, 1921, each volume in this set consists of one number only, which is the annual report.', 'Vol. 6-19 includes the annual report of the Bureau, 1916-1930.']",['eng: English'],[]
ACW7643.0003.002,"Bulletin.  [Vol. 3, no. 2]",Philippines. Bureau of Public Works.,"['Bulletin.  [Vol. 3, no. 2]']",['Philippines. Bureau of Public Works.'],,,,"['At head of title: The Bureau of Public Works.', 'Vol. 8 complete in two numbers.', 'Beginning with v. 9, 1921, each volume in this set consists of one number only, which is the annual report.', 'Vol. 6-19 includes the annual report of the Bureau, 1916-1930.']",['eng: English'],[]
ACW7643.0003.003,"Bulletin.  [Vol. 3, no. 3]",Philippines. Bureau of Public Works.,"['Bulletin.  [Vol. 3, no. 3]']",['Philippines. Bureau of Public Works.'],,,,"['At head of title: The Bureau of Public Works.', 'Vol. 8 complete in two numbers.', 'Beginning with v. 9, 1921, each volume in this set consists of one number only, which is the annual report.', 'Vol. 6-19 includes the annual report of the Bureau, 1916-1930.']",['eng: English'],[]
ACW7643.0003.004,"Bulletin.  [Vol. 3, no. 4]",Philippines. Bureau of Public Works.,"['Bulletin.  [Vol. 3, no. 4]']",['Philippines. Bureau of Public Works.'],,,,"['At head of title: The Bureau of Public Works.', 'Vol. 8 complete in two numbers.', 'Beginning with v. 9, 1921, each volume in this set consists of one number only, which is the annual report.', 'Vol. 6-19 includes the annual report of the Bureau, 1916-1930.']",['eng: English'],[]
ACW7643.0004.001,"Bulletin.  [Vol. 4, no. 1]",Philippines. Bureau of Public Works.,"['Bulletin.  [Vol. 4, no. 1]']",['Philippines. Bureau of Public Works.'],,,,"['At head of title: The Bureau of Public Works.', 'Vol. 8 complete in two numbers.', 'Beginning with v. 9, 1921, each volume in this set consists of one number only, which is the annual report.', 'Vol. 6-19 includes the annual report of the Bureau, 1916-1930.']",['eng: English'],[]
ACW7643.0004.002,"Bulletin.  [Vol. 4, no. 2]",Philippines. Bureau of Public Works.,"['Bulletin.  [Vol. 4, no. 2]']",['Philippines. Bureau of Public Works.'],,,,"['At head of title: The Bureau of Public Works.', 'Vol. 8 complete in two numbers.', 'Beginning with v. 9, 1921, each volume in this set consists of one number only, which is the annual report.', 'Vol. 6-19 includes the annual report of the Bureau, 1916-1930.']",['eng: English'],[]
ACW7643.0004.003,"Bulletin.  [Vol. 4, no. 3]",Philippines. Bureau of Public Works.,"['Bulletin.  [Vol. 4, no. 3]']",['Philippines. Bureau of Public Works.'],,,,"['At head of title: The Bureau of Public Works.', 'Vol. 8 complete in two numbers.', 'Beginning with v. 9, 1921, each volume in this set consists of one number only, which is the annual report.', 'Vol. 6-19 includes the annual report of the Bureau, 1916-1930.']",['eng: English'],[]
ACW7643.0004.004,"Bulletin.  [Vol. 4, no. 4]",Philippines. Bureau of Public Works.,"['Bulletin.  [Vol. 4, no. 4]']",['Philippines. Bureau of Public Works.'],,,,"['At head of title: The Bureau of Public Works.', 'Vol. 8 complete in two numbers.', 'Beginning with v. 9, 1921, each volume in this set consists of one number only, which is the annual report.', 'Vol. 6-19 includes the annual report of the Bureau, 1916-1930.']",['eng: English'],[]
ACW9612.0001.001,"Annual report of the director ...  [Vol. 1, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ...  [Vol. 1, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
ACW9612.0011.001,"Annual report of the director ...  [Vol. 11, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ...  [Vol. 11, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
ACW9612.0012.001,"Annual report of the director ...  [Vol. 12, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ...  [Vol. 12, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
ACW9612.0013.001,"Annual report of the director ...  [Vol. 13, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ...  [Vol. 13, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
ACW9612.0014.001,"Annual report of the director ...  [Vol. 14, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ...  [Vol. 14, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
ACW9612.0015.001,"Annual report of the director ...  [Vol. 15, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ...  [Vol. 15, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
ACW9612.0016.001,"Annual report of the director ...  [Vol. 16, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ...  [Vol. 16, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
ACW9612.0017.001,"Annual report of the director ...  [Vol. 17, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ...  [Vol. 17, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
ACW9612.0018.001,"Annual report of the director ...  [Vol. 18, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ...  [Vol. 18, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
ACW9612.0019.001,"Annual report of the director ...  [Vol. 19, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ...  [Vol. 19, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
ACW9612.0002.001,"Annual report of the director ...  [Vol. 2, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ...  [Vol. 2, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
ACW9612.0020.001,"Annual report of the director ...  [Vol. 20, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ...  [Vol. 20, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
ACW9612.0003.001,"Annual report of the director ...  [Vol. 3, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ...  [Vol. 3, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
ACW9612.0004.001,"Annual report of the director ...  [Vol. 4, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ...  [Vol. 4, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
ACW9612.0005.001,"Annual report of the director ...  [Vol. 5, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ...  [Vol. 5, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
ACW9612.0006.001,"Annual report of the director ...  [Vol. 6, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ...  [Vol. 6, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
ACW9612.0007.001,"Annual report of the director ...  [Vol. 7, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ...  [Vol. 7, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
ACW9612.0008.001,"Annual report of the director ...  [Vol. 8, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ...  [Vol. 8, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
ACW9612.0009.001,"Annual report of the director ...  [Vol. 9, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ...  [Vol. 9, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
ACW9612.0010.001,"Annual report of the director ... [Vol. 10, no. 1]",Philippines. Bureau of Science.,"['Annual report of the director ... [Vol. 10, no. 1]']",['Philippines. Bureau of Science.'],,,,"['Title varies slightly.', 'Report year irregular.', 'Vols. for 1902-05 issued by the Bureau of Government Laboratories.']",['eng: English'],['Philippines -- Scientific bureaus.']
AJA8481.0001.001,"Division of Ethnology publications.  [Vol. 1, no. 1]",Philippines. Bureau of Science.,"['Division of Ethnology publications.  [Vol. 1, no. 1]']",['Philippines. Bureau of Science.'],"Manila,","Bureau of Printing,",1904-1917.,"['At head of title: Bureau of Science.', 'Previous to Nov. 1906: Department of the Interior. Ethnological Survey.', 'Vol. 1, 1905; vol. 5, 1917.', 'No more published.']",['eng: English'],[]
AJA8481.0005.005,"Division of Ethnology publications.  [Vol. 5, no. 5]",Philippines. Bureau of Science.,"['Division of Ethnology publications.  [Vol. 5, no. 5]']",['Philippines. Bureau of Science.'],"Manila,","Bureau of Printing,",1904-1917.,"['At head of title: Bureau of Science.', 'Previous to Nov. 1906: Department of the Interior. Ethnological Survey.', 'Vol. 1, 1905; vol. 5, 1917.', 'No more published.']",['eng: English'],[]
ACC6331.1907.001,The Mineral resources of the Philippine Islands. [1907],Philippines. Bureau of Science.,['The Mineral resources of the Philippine Islands. [1907]'],['Philippines. Bureau of Science.'],,,,"['Issued by the Division of Geology and mines, Bureau of Science 1907-1910; by the Division of Mines, Bureau of Science, 1911-']",['eng: English'],['Mines and mineral resources -- Philippines']
ACC6331.1911.001,The Mineral resources of the Philippine Islands. [1911],Philippines. Bureau of Science.,['The Mineral resources of the Philippine Islands. [1911]'],['Philippines. Bureau of Science.'],,,,"['Issued by the Division of Geology and mines, Bureau of Science 1907-1910; by the Division of Mines, Bureau of Science, 1911-']",['eng: English'],['Mines and mineral resources -- Philippines']
ACC6331.1913.001,The Mineral resources of the Philippine Islands. [1913],Philippines. Bureau of Science.,['The Mineral resources of the Philippine Islands. [1913]'],['Philippines. Bureau of Science.'],,,,"['Issued by the Division of Geology and mines, Bureau of Science 1907-1910; by the Division of Mines, Bureau of Science, 1911-']",['eng: English'],['Mines and mineral resources -- Philippines']
AEK4835.0001.001,On the water relations of the coconut palm,Philippines. Bureau of science.,['On the water relations of the coconut palm'],"['Philippines. Bureau of science.', 'Freer, Paul Caspar, 1862-1912.', 'Copeland, Edwin Bingham, 1873-', 'Walker, Herbert S', 'Banks, Charles S.']","Manila,","Bureau of printing,",1906.,[],['eng: English'],"['Coconut palm', 'Trees -- Pests.']"
ACD6570.0001.001,"Publications.  [Vol. 1, no. 1]",Philippines. Bureau of Science.,"['Publications.  [Vol. 1, no. 1]']",['Philippines. Bureau of Science.'],,,,['Vols for -1906 issued by Philippine Islands. Department of the Interior. Ethnological Survey.'],['eng: English'],['Ethnology -- Philippines.']
ACD6570.0001.004,"Publications.  [Vol. 1, no. 4]",Philippines. Bureau of Science.,"['Publications.  [Vol. 1, no. 4]']",['Philippines. Bureau of Science.'],,,,['Vols for -1906 issued by Philippine Islands. Department of the Interior. Ethnological Survey.'],['eng: English'],['Ethnology -- Philippines.']
ACD6570.0002.001,"Publications.  [Vol. 2, no. 1]",Philippines. Bureau of Science.,"['Publications.  [Vol. 2, no. 1]']",['Philippines. Bureau of Science.'],,,,['Vols for -1906 issued by Philippine Islands. Department of the Interior. Ethnological Survey.'],['eng: English'],['Ethnology -- Philippines.']
ACD6570.0005.001,"Publications.  [Vol. 5, no. 1]",Philippines. Bureau of Science.,"['Publications.  [Vol. 5, no. 1]']",['Philippines. Bureau of Science.'],,,,['Vols for -1906 issued by Philippine Islands. Department of the Interior. Ethnological Survey.'],['eng: English'],['Ethnology -- Philippines.']
ACD6570.0006.001,"Publications.  [Vol. 6, no. 1]",Philippines. Bureau of Science.,"['Publications.  [Vol. 6, no. 1]']",['Philippines. Bureau of Science.'],,,,['Vols for -1906 issued by Philippine Islands. Department of the Interior. Ethnological Survey.'],['eng: English'],['Ethnology -- Philippines.']
AEL4107.0001.001,"The sugar industry in the island of Negros,",Philippines. Bureau of science.,"['The sugar industry in the island of Negros,']","['Philippines. Bureau of science.', 'Walker, Herbert S']","Manila,","Bureau of printing,",1910.,[],['eng: English'],"['Sugar trade -- Philippines', 'Sugar growing -- Philippines']"
ASJ3440.0003.001,"Censo de las Islas Filipinas : levantado por orden de la legislatura Filipina en 1918 / compilado y publicado por la Oficina del Censo de las Islas Filipinas.  [Vol. 3, no. 1]",Philippines. Census Office.,"['Censo de las Islas Filipinas : levantado por orden de la legislatura Filipina en 1918 / compilado y publicado por la Oficina del Censo de las Islas Filipinas.  [Vol. 3, no. 1]']","['Philippines. Census Office.', 'Buencamino, Felipe.', 'De los Santos, Epifanio, 1871-1928.']",Manilia :,"Bureau of Printing,",1920-1921.,"['""Director: Felipe Buencamino, Sr. ; director auxiliar, Epifanio de los Santos.""', 'Published also in English.', 'III. Agricultura, plantas medicinales, bosques terrenos y alimentos -- IV. pt. I. Estadistica social y judicial, manufacturas e industrias caseras.']",['spa: Spanish'],"['Physical geography -- Philippines.', 'Education -- Philippines.', 'Agriculture -- Philippines.', 'Philippines -- Census, 1918.', 'Philippines -- Economic conditions', 'Philippines -- Population.', 'Philippines -- Statistics, Vital.']"
ASJ3440.0004.001,"Censo de las Islas Filipinas : levantado por orden de la legislatura Filipina en 1918 / compilado y publicado por la Oficina del Censo de las Islas Filipinas.  [Vol. 4, no. 1]",Philippines. Census Office.,"['Censo de las Islas Filipinas : levantado por orden de la legislatura Filipina en 1918 / compilado y publicado por la Oficina del Censo de las Islas Filipinas.  [Vol. 4, no. 1]']","['Philippines. Census Office.', 'Buencamino, Felipe.', 'De los Santos, Epifanio, 1871-1928.']",Manilia :,"Bureau of Printing,",1920-1921.,"['""Director: Felipe Buencamino, Sr. ; director auxiliar, Epifanio de los Santos.""', 'Published also in English.', 'III. Agricultura, plantas medicinales, bosques terrenos y alimentos -- IV. pt. I. Estadistica social y judicial, manufacturas e industrias caseras.']",['spa: Spanish'],"['Physical geography -- Philippines.', 'Education -- Philippines.', 'Agriculture -- Philippines.', 'Philippines -- Census, 1918.', 'Philippines -- Economic conditions', 'Philippines -- Population.', 'Philippines -- Statistics, Vital.']"
AJB5835.0001.001,"Census of the Philippine Islands taken under the direction of the Philippine Legislature in the year 1918 ... Compiled and published by the Census Office of the Philippine Islands.  [Vol. 1, no. 1]",Philippines. Census Office.,"['Census of the Philippine Islands taken under the direction of the Philippine Legislature in the year 1918 ... Compiled and published by the Census Office of the Philippine Islands.  [Vol. 1, no. 1]']","['Philippines. Census Office.', 'Villamor, Ignacio, 1863-1933.', 'Buencamino, Felipe.']","Manila,","Bureau of Printing,",1920-1921.,"['Parts of maps and tables are folded.', 'Director: Ignacio Villamor, v.1 & Appendix.--Felipe Buencamino, sr., v. 2-4.', 'I. Geography, history, and climatology. Appendix. Organization, census acts, and regulations.--II. Population and mortality.--III. Agriculture, medicinal plants, forest lands and proper diet.--IV. pt. I. Social and judicial statistics, manufactures, and household industries. pt. II. Schools, university, commerce and transportation, banks, and insurance.']",['eng: English'],"['Philippines -- Census, 1918.', 'Philippines -- Economic conditions']"
AJB5835.0001.002,"Census of the Philippine Islands taken under the direction of the Philippine Legislature in the year 1918 ... Compiled and published by the Census Office of the Philippine Islands.  [Vol. 1, no. 2]",Philippines. Census Office.,"['Census of the Philippine Islands taken under the direction of the Philippine Legislature in the year 1918 ... Compiled and published by the Census Office of the Philippine Islands.  [Vol. 1, no. 2]']","['Philippines. Census Office.', 'Villamor, Ignacio, 1863-1933.', 'Buencamino, Felipe.']","Manila,","Bureau of Printing,",1920-1921.,"['Parts of maps and tables are folded.', 'Director: Ignacio Villamor, v.1 & Appendix.--Felipe Buencamino, sr., v. 2-4.', 'I. Geography, history, and climatology. Appendix. Organization, census acts, and regulations.--II. Population and mortality.--III. Agriculture, medicinal plants, forest lands and proper diet.--IV. pt. I. Social and judicial statistics, manufactures, and household industries. pt. II. Schools, university, commerce and transportation, banks, and insurance.']",['eng: English'],"['Philippines -- Census, 1918.', 'Philippines -- Economic conditions']"
AJB5835.0001.003,"Census of the Philippine Islands taken under the direction of the Philippine Legislature in the year 1918 ... Compiled and published by the Census Office of the Philippine Islands.  [Vol. 1, no. 3]",Philippines. Census Office.,"['Census of the Philippine Islands taken under the direction of the Philippine Legislature in the year 1918 ... Compiled and published by the Census Office of the Philippine Islands.  [Vol. 1, no. 3]']","['Philippines. Census Office.', 'Villamor, Ignacio, 1863-1933.', 'Buencamino, Felipe.']","Manila,","Bureau of Printing,",1920-1921.,"['Parts of maps and tables are folded.', 'Director: Ignacio Villamor, v.1 & Appendix.--Felipe Buencamino, sr., v. 2-4.', 'I. Geography, history, and climatology. Appendix. Organization, census acts, and regulations.--II. Population and mortality.--III. Agriculture, medicinal plants, forest lands and proper diet.--IV. pt. I. Social and judicial statistics, manufactures, and household industries. pt. II. Schools, university, commerce and transportation, banks, and insurance.']",['eng: English'],"['Philippines -- Census, 1918.', 'Philippines -- Economic conditions']"
AJB5835.0001.04A,"Census of the Philippine Islands taken under the direction of the Philippine Legislature in the year 1918 ... Compiled and published by the Census Office of the Philippine Islands.  [Vol. 1, no. 4A]",Philippines. Census Office.,"['Census of the Philippine Islands taken under the direction of the Philippine Legislature in the year 1918 ... Compiled and published by the Census Office of the Philippine Islands.  [Vol. 1, no. 4A]']","['Philippines. Census Office.', 'Villamor, Ignacio, 1863-1933.', 'Buencamino, Felipe.']","Manila,","Bureau of Printing,",1920-1921.,"['Parts of maps and tables are folded.', 'Director: Ignacio Villamor, v.1 & Appendix.--Felipe Buencamino, sr., v. 2-4.', 'I. Geography, history, and climatology. Appendix. Organization, census acts, and regulations.--II. Population and mortality.--III. Agriculture, medicinal plants, forest lands and proper diet.--IV. pt. I. Social and judicial statistics, manufactures, and household industries. pt. II. Schools, university, commerce and transportation, banks, and insurance.']",['eng: English'],"['Philippines -- Census, 1918.', 'Philippines -- Economic conditions']"
AJB5835.0004.002,"Census of the Philippine Islands taken under the direction of the Philippine Legislature in the year 1918 ... Compiled and published by the Census Office of the Philippine Islands.  [Vol. 4, no. 2]",Philippines. Census Office.,"['Census of the Philippine Islands taken under the direction of the Philippine Legislature in the year 1918 ... Compiled and published by the Census Office of the Philippine Islands.  [Vol. 4, no. 2]']","['Philippines. Census Office.', 'Villamor, Ignacio, 1863-1933.', 'Buencamino, Felipe.']","Manila,","Bureau of Printing,",1920-1921.,"['Parts of maps and tables are folded.', 'Director: Ignacio Villamor, v.1 & Appendix.--Felipe Buencamino, sr., v. 2-4.', 'I. Geography, history, and climatology. Appendix. Organization, census acts, and regulations.--II. Population and mortality.--III. Agriculture, medicinal plants, forest lands and proper diet.--IV. pt. I. Social and judicial statistics, manufactures, and household industries. pt. II. Schools, university, commerce and transportation, banks, and insurance.']",['eng: English'],"['Philippines -- Census, 1918.', 'Philippines -- Economic conditions']"
